C38155|recurrent-disease
C71795|ephedra-sinica-stem
C79682|twig
C71803|toxicodendron-vernix-leafy-twig
C79664|root
C72219|aconitum-ferox-root
C83517|aconitum-napellus-root
C73865|arctium-lappa-root
C80317|angelica-acutiloba-root
C80316|anemarrhena-asphodeloides-root
C71834|asclepias-syriaca-root
C71772|asclepias-tuberosa-root
C80318|atractylodes-lancea-root
C72262|atropa-belladonna-root
C73892|bupleurum-rotundifolium-root
C73876|caulophyllum-robustum-root
C72494|caulophyllum-thalictroides-root
C87561|chamaelirium-luteum-root
C73879|cheilocostus-speciosus-root
C71829|collinsonia-canadensis-root
C73873|cnidium-officinale-root
C73878|comfrey-root
C73880|costus-spicatus-root
C71830|dioscorea-villosa-tuber
C73884|cyperus-rotundus-root
C73885|ecballium-elaterium-root
C72189|foeniculum-vulgare-root
C71861|filipendula-rubra-root
C71767|echinacea-purpurea-root
C71774|gelsemium-sempervirens-root
C74363|gillenia-stipulata-root
C73890|glehnia-littoralis-root
C71853|geum-urbanum-root
C71791|gentiana-lutea-root
C87564|glycyrrhiza-lepidota-root
C80296|glycyrrhiza-uralensis-root
C80295|glycyrrhiza-glabra-root
C84529|iris-germanica-var-florentina-root
C71811|isatis-tinctoria-root
C71835|krameria-lappacea-root
C65249|phytolacca-acinosa-root
C71845|polygala-senega-root
C80293|rehmannia-glutinosa-root
C72549|rosa-acicularis-root
C71851|rosa-arkansana-root
C71815|rumex-crispus-root
C71874|sanguinaria-canadensis-root
C80321|saposhnikovia-divaricata-root
C71790|sanguisorba-officinalis-root
C71863|scutellaria-baicalensis-root
C71831|sophora-flavescens-root
C71846|spigelia-marilandica-root
C94513|senega-root
C71858|symphytum-tuberosum-root
C74357|taraxacum-officinale-root
C71854|stillingia-sylvatica-root
C73920|valerian-root
C73867|carline-thistle-root
C79688|plant-oil
C63652|garlic-oil
C72185|abies-alba-oil
C89792|anise-oil
C72196|artemisia-vulgaris-top-oil
C71838|agathosma-betulina-leaf-oil
C72195|babassu-oil
C73525|bay-oil-pimenta-racemosa
C73975|borage-oil
C74294|boldo-leaf-oil
C74291|cajuput-oil
C72194|calendula-officinalis-seed-oil
C65283|camellia-oil
C74288|calamus-oil
C72193|camphor-oil
C74286|cascarilla-oil
C80990|castor-oil
C73524|celery-seed-oil
C80991|cedar-leaf-oil
C74287|chamomile-flower-oil
C65293|chinese-cinnamon-oil
C65346|clove-oil
C72184|chenopodium-oil
C72191|copaiba-oil
C71856|citronella-oil
C65352|coriander-oil
C82671|cottonseed-oil
C72199|evening-primrose-oil
C65603|eucalyptus-oil
C65657|fennel-oil
C72188|galbanum-oil
C71765|hyssop-oil
C71872|hypericum-oil
C74296|juniperus-oxycedrus-leaf-oil
C72206|juniper-berry-oil
C72190|juniperus-virginiana-oil
C72192|lavandin-oil
C66002|lavender-oil
C72214|magnolia-grandiflora-flower-oil
C74284|lobelia-siphilitica-root-oil
C72212|niaouli-oil
C73523|hydnocarpus-kurzii-seed-oil
C84039|palm-kernel-oil
C72211|palm-oil
C72210|patchouli-oil
C72209|pelargonium-peltatum-oil
C74293|pennyroyal-oil
C72213|meadowfoam-seed-oil
C84045|peppermint-oil
C74285|picea-mariana-leaf-oil
C66359|persic-oil
C72207|pimenta-leaf-oil
C84061|pine-needle-oil-pinus-sylvestris
C72205|quinoa-oil
C72215|quince-seed-oil
C72204|rosa-moschata-seed-oil
C72203|rosewood-oil
C71864|ruta-graveolens-flowering-top-oil
C71850|sheanut-oil
C66522|rose-oil
C84178|spearmint-oil
C72202|tansy-oil
C74290|sassafras-oil
C72201|tea-rose-oil
C74295|tea-tree-oil
C72208|thymus-pulegioides-leaf-oil
C74292|wormwood-oil
C29817|croton-oil
C97108|essential-oil
C71805|myrrh-oil
C65332|cinnamon-oil
C79660|pollen
C85080|abies-balsamea-pollen
C85082|abies-procera-pollen
C80311|acer-macrophyllum-pollen
C85086|acer-pseudoplatanus-pollen
C80312|acer-negundo-pollen
C80313|acer-rubrum-pollen
C80315|acer-saccharum-pollen
C85087|achillea-millefolium-pollen
C80314|acer-saccharinum-pollen
C71785|aesculus-hippocastanum-pollen
C85088|agropyron-fragile-pollen
C85089|agrostis-gigantea-pollen
C85090|agrostis-stolonifera-pollen
C85091|ailanthus-altissima-pollen
C85093|alnus-glutinosa-pollen
C85094|alnus-rhombifolia-pollen
C85092|allenrolfea-occidentalis-pollen
C85095|alnus-rubra-pollen
C85096|amaranthus-hybridus-pollen
C85097|amaranthus-palmeri-pollen
C85098|amaranthus-retroflexus-pollen
C85099|amaranthus-spinosus-pollen
C85101|ambrosia-ambrosioides-pollen
C85102|ambrosia-artemisiifolia-pollen
C85100|amaranthus-tuberculatus-pollen
C85103|ambrosia-bidentata-pollen
C85104|ambrosia-chamissonis-pollen
C85105|ambrosia-confertiflora-pollen
C85107|ambrosia-dumosa-pollen
C85106|ambrosia-deltoidea-pollen
C85212|ambrosia-salsola-pollen
C85108|ambrosia-psilostachya-pollen
C85109|ambrosia-tenuifolia-pollen
C85110|ambrosia-trifida-pollen
C85112|arrhenatherum-elatius-pollen
C85111|anthoxanthum-odoratum-pollen
C85114|artemisia-annua-pollen
C85113|artemisia-absinthium-pollen
C85116|artemisia-dracunculus-pollen
C85115|artemisia-californica-pollen
C85117|artemisia-frigida-pollen
C85118|artemisia-ludoviciana-pollen
C85119|artemisia-tridentata-pollen
C85120|artemisia-vulgaris-pollen
C85122|atriplex-confertifolia-pollen
C85121|atriplex-canescens-pollen
C85123|atriplex-lentiformis-pollen
C85124|atriplex-polycarpa-pollen
C85125|atriplex-wrightii-pollen
C85081|abies-grandis-pollen
C85126|avena-sativa-pollen
C85127|baccharis-halimifolia-pollen
C85128|bassia-hyssopifolia-pollen
C85129|beta-vulgaris-pollen
C85131|betula-lenta-pollen
C85130|betula-alleghaniensis-pollen
C85132|betula-nigra-pollen
C85134|betula-papyrifera-pollen
C85133|betula-occidentalis-pollen
C85136|betula-populifolia-pollen
C85274|bassia-scoparia-pollen
C85135|betula-pendula-pollen
C85137|bouteloua-gracilis-pollen
C85138|brassica-rapa-var-rapa-pollen
C85139|bromus-secalinus-pollen
C85142|carpinus-caroliniana-pollen
C85144|carya-cordiformis-pollen
C85145|carya-glabra-pollen
C85146|carya-illinoinensis-pollen
C85140|broussonetia-papyrifera-pollen
C85148|carya-ovata-pollen
C85147|carya-laciniosa-pollen
C85141|callistemon-citrinus-pollen
C85143|carya-tomentosa-pollen
C85149|casuarina-equisetifolia-pollen
C85154|chenopodium-botrys-pollen
C85153|chenopodium-ambrosioides-pollen
C85152|chenopodium-album-pollen
C85155|citrus-sinensis-pollen
C85156|corylus-americana-pollen
C85150|celtis-occidentalis-pollen
C85262|cyclachaena-xanthifolia-pollen
C85158|dactylis-glomerata-pollen
C85157|cynodon-dactylon-pollen
C85161|elaeagnus-angustifolia-pollen
C85163|eucalyptus-globulus-pollen
C85159|dicoria-canescens-pollen
C85166|festuca-pratensis-pollen
C85162|elymus-repens-pollen
C85164|eupatorium-capillifolium-pollen
C85167|fraxinus-americana-pollen
C85165|fagus-grandifolia-pollen
C85168|fraxinus-latifolia-pollen
C85160|distichlis-spicata-pollen
C85169|fraxinus-pennsylvanica-pollen
C85206|helianthus-annuus-pollen
C85260|iva-annua-pollen
C85259|iva-angustifolia-pollen
C85211|hordeum-vulgare-pollen
C85263|juglans-californica-pollen
C85209|holcus-lanatus-pollen
C85261|iva-axillaris-pollen
C85266|juniperus-ashei-pollen
C85265|juglans-regia-pollen
C85264|juglans-nigra-pollen
C85270|juniperus-osteosperma-pollen
C85269|juniperus-occidentalis-pollen
C85268|juniperus-monosperma-pollen
C85267|juniperus-californica-pollen
C85271|juniperus-pinchotii-pollen
C85275|koeleria-macrantha-pollen
C85273|juniperus-virginiana-pollen
C85272|juniperus-scopulorum-pollen
C85276|krascheninnikovia-lanata-pollen
C85277|larix-occidentalis-pollen
C85279|leymus-condensatus-pollen
C85281|liquidambar-styraciflua-pollen
C85278|leucanthemum-vulgare-pollen
C85390|lolium-multiflorum-pollen
C85283|maclura-pomifera-pollen
C85284|mangifera-indica-pollen
C85285|medicago-sativa-pollen
C85282|lolium-perenne-pollen
C85286|melaleuca-quinquenervia-pollen
C85288|melilotus-officinalis-pollen
C85290|morus-alba-pollen
C85291|morus-rubra-pollen
C85287|melilotus-albus-pollen
C80320|olea-europaea-pollen
C85289|morella-cerifera-pollen
C85151|parkinsonia-florida-pollen
C85292|pascopyrum-smithii-pollen
C85293|paspalum-notatum-pollen
C85280|ligustrum-vulgare-pollen
C85297|phleum-pratense-pollen
C85296|phalaris-minor-pollen
C85298|phoenix-dactylifera-pollen
C85294|phalaris-arundinacea-pollen
C85300|pinus-contorta-pollen
C85299|picea-pungens-pollen
C85295|phalaris-canariensis-pollen
C85302|pinus-elliottii-pollen
C85304|pinus-nigra-pollen
C85301|pinus-echinata-pollen
C85303|pinus-monticola-pollen
C85305|pinus-palustris-pollen
C85306|pinus-ponderosa-pollen
C85307|pinus-resinosa-pollen
C85308|pinus-rigida-pollen
C85311|pinus-taeda-pollen
C85312|pinus-thunbergii-pollen
C85309|pinus-strobus-pollen
C85310|pinus-sylvestris-pollen
C85314|plantago-lanceolata-pollen
C85313|pinus-virginiana-pollen
C85316|platanus-x-acerifolia-pollen
C85318|platanus-racemosa-pollen
C85317|platanus-occidentalis-pollen
C85319|poa-annua-pollen
C85315|plantago-major-pollen
C85323|populus-alba-pollen
C85325|populus-deltoides-pollen
C85328|populus-fremontii-pollen
C85330|populus-tremuloides-pollen
C85320|poa-compressa-pollen
C85321|poa-pratensis-pollen
C85324|populus-trichocarpa-pollen
C85331|prosopis-glandulosa-pollen
C85332|prosopis-juliflora-pollen
C85333|pseudotsuga-menziesii-pollen
C85334|quercus-agrifolia-pollen
C85336|quercus-dumosa-pollen
C85335|quercus-alba-pollen
C85337|quercus-gambelii-pollen
C85338|quercus-garryana-pollen
C85340|quercus-lobata-pollen
C85339|quercus-kelloggii-pollen
C85341|quercus-macrocarpa-pollen
C85342|quercus-muehlenbergii-pollen
C85343|quercus-nigra-pollen
C85344|quercus-palustris-pollen
C85345|quercus-rubra-pollen
C85347|quercus-velutina-pollen
C85348|quercus-virginiana-pollen
C85346|quercus-stellata-pollen
C85349|rhus-glabra-pollen
C85350|ricinus-communis-pollen
C85351|robinia-pseudoacacia-pollen
C85352|rumex-acetosella-pollen
C85353|rumex-altissimus-pollen
C85356|rumex-mexicanus-pollen
C85354|rumex-crispus-pollen
C85357|salix-discolor-pollen
C85329|populus-nigra-pollen
C85355|rumex-obtusifolius-pollen
C85358|salix-lasiolepis-pollen
C85359|salix-lucida-subsp-lasiandra-pollen
C85360|salix-nigra-pollen
C85361|salsola-kali-pollen
C85363|sarcobatus-vermiculatus-pollen
C85362|salsola-tragus-pollen
C85364|schinus-molle-pollen
C85365|secale-cereale-pollen
C85367|solidago-virgaurea-pollen
C85368|sorghum-bicolor-pollen
C85371|suaeda-nigra-pollen
C85370|sorghum-halepense-pollen
C85372|syagrus-romanzoffiana-pollen
C85373|tamarix-gallica-pollen
C85376|thinopyrum-ponticum-pollen
C85374|taraxacum-officinale-pollen
C85375|taxodium-distichum-pollen
C85377|tilia-americana-pollen
C85378|tilia-cordata-pollen
C85381|typha-latifolia-pollen
C85379|trifolium-pratense-pollen
C85383|ulmus-crassifolia-pollen
C85380|triticum-aestivum-pollen
C85384|ulmus-parvifolia-pollen
C85385|ulmus-pumila-pollen
C85386|ulmus-rubra-pollen
C85382|ulmus-americana-pollen
C85388|xanthium-strumarium-pollen
C85389|xanthium-strumarium-var-canadense-pollen
C85205|zea-mays-pollen
C85387|urtica-dioica-pollen
C85366|solidago-canadensis-pollen
C85083|acacia-pollen
C85084|acacia-baileyana-pollen
C85200|acacia-dealbata-pollen
C85201|acacia-longifolia-pollen
C85085|acacia-decurrens-pollen
C71972|fruit
C71985|apple
C71988|avocado
C72238|ammi-visnaga-fruit
C71986|apricot
C71989|banana
C80319|arctium-lappa-fruit
C73861|berry
C71983|black-olive
C71996|blueberry
C72057|cantaloupe
C87559|chaste-berry
C73874|cnidium-monnieri-fruit
C71966|coconut
C71601|blackberry
C65311|cherry
C28943|cranberry
C72007|concord-grape
C73882|crataegus-fruit
C71799|chaenomeles-sinensis-fruit
C72063|date-fruit
C71969|eggplant
C79639|fruit-immature
C73889|gardenia-jasminoides-fruit
C71971|fig
C71982|grape
C72034|green-olive
C71978|guava
C71979|honeydew-melon
C94484|hawthorn-fruit
C71981|kiwi-fruit
C72030|muskmelon
C72029|melon
C72032|nectarine
C71637|mango
C72027|peach
C72039|pear
C73856|persimmon
C72043|plantain
C72047|papaya
C66390|pineapple
C72044|plum
C73929|pomegranate
C72036|raspberry
C94485|red-date
C72046|prune
C71780|rhamnus-cathartica-fruit
C71789|rosa-canina-fruit
C29447|senna-fruit
C125655|smoked-plum
C66565|strawberry
C73916|syzygium-aromaticum-fruit
C72019|tomato
C72022|watermelon
C72067|tree-nut
C72054|black-walnut
C72050|hazelnut
C101087|kukui-nut
C72051|pecan
C80286|horse-chestnut
C71965|citrus-fruit
C71974|grapefruit
C72002|lime-citrus
C72005|lemon
C72017|tangerine
C65208|orange
C93330|bergamot
C1932|chemical-modifier
C62651|allergen
C223|alkylating-agent
C111374|cytochrome-p450-3a4-inducer
C111373|cytochrome-p450-3a4-inhibitor
C71583|pyrogen
C93260|pro-oxidant
C859|teratogen
C914|tumor-promoter
C29869|sn-12-didecanoylglycerol
C360|chelating-agent
C1496|dotmp
C90829|edetate-calcium-disodium-anhydrous
C47381|acetohydroxamic-acid
C61741|edetate-disodium
C334|edetate-calcium-disodium
C76598|edetate-sodium
C65508|edetate-disodium-anhydrous
C77834|edetate-tripotassium
C47532|ferric-ferrocyanide
C61742|edetic-acid
C72097|egtazic-acid
C76600|gluceptate-sodium
C76599|edetate-trisodium
C556|hydroxamic-acids
C61777|gluconic-acid
C90830|lexidronam
C801|razoxane
C90831|tiomolibdic-acid
C87690|phytate-sodium
C66592|tetraxetan
C76601|tropantiol
C47723|sodium-gluconate
C87691|unithiol
C62357|metal-chelator
C48384|deferasirox
C76597|deferitrin
C416|deferoxamine
C73030|deferiprone
C1972|deferoxamine-hydrochloride
C417|deferoxamine-mesylate
C66945|dexrazoxane-hydrochloride
C87416|23-dimercapto-1-propanesulfonic-acid
C1333|dexrazoxane
C47494|dimercaprol
C432|ditiocarb
C80963|ditiocarb-sodium
C74576|pentetate-calcium-trisodium
C120569|pentetate-calcium
C120570|pentetate-zinc
C460|pentetic-acid
C77835|pentetate-zinc-trisodium
C76602|ranelic-acid
C74001|tiomolibdate-diammonium
C1710|pentetic-acid-calcium
C61987|trientine-hydrochloride
C66633|trientine
C61953|succimer
C672|mutagen
C1510|dna-adduct
C1061|daunorubicin-dna-complex
C1075|doxorubicin-dna-complex
C790|pyrimidine-dimer
C2171|cyclobutane-pyrimidine-dimer
C894|toxin
C80866|eledoisin
C28206|viscotoxin
C2179|fusion-toxin
C1476|denileukin-diftitox
C2383|dab389-epidermal-growth-factor
C688|neurotoxin
C78845|tetrodotoxin
C297|batrachotoxin
C94723|chlorotoxin
C400|crotoxin
C87485|dimethylmercury
C87770|picrotoxinin
C28175|parachloroamphetamine
C1456|superantigen
C1083|staphylococcal-enterotoxin-a
C1084|staphylococcal-enterotoxin-b
C1086|toxic-shock-syndrome-toxin-1
C1085|staphylococcal-enterotoxin-c
C296|bacterial-toxin
C444|diphtheria-toxin
C82623|botulinum-toxin-type-a
C50918|endotoxin
C736|pertussis-toxin
C1225|shiga-toxin
C87453|rimabotulinumtoxinb
C470|enterotoxin
C368|cholera-toxin
C1923|nutritional-toxin
C809|ricin
C810|ricin-a-chain
C674|mycotoxin
C1068|anguidine
C1107|fumonisin-b1
C858|tenuazonic-acid
C213|aflatoxin
C1315|aflatoxin-b1
C347|carcinogen
C120473|4-hydroxyestradiol
C1898|physical-carcinogens
C348|environmental-carcinogen
C113679|diesel-exhaust
C29841|nickel-subsulfide
C29777|uranium-ore-dust
C44449|sulfuric-acid-containing-mist
C1956|tobacco-associated-carcinogen
C29800|34-benzpyrene
C1743|chemical-carcinogen
C45189|carcinogenic-mixture
C44358|coal-tar
C44359|coal-tar-pitch
C44374|diesel-exhaust-particulate
C44361|coke-oven-emission
C44446|soot
C44463|wood-dust
C45902|alcoholic-beverage
C66824|beer
C66826|liquor
C66825|sake
C66823|wine-cooler
C66822|wine
C84877|white-wine
C45174|inorganic-carcinogen
C45557|arsenic-compound
C44442|respirable-glass-wool
C44440|respirable-ceramic-fiber
C45409|carcinogenic-salt
C44360|cobaltous-sulfate
C45383|carcinogenic-metal
C44338|beryllium
C44348|cadmium
C44396|lead-metal
C690|nickel
C45558|beryllium-compound
C45877|beryllium-fluoride
C45882|beryl-ore
C45878|beryllium-hydroxide
C45876|beryllium-chloride
C45880|beryllium-metaphosphate
C45881|beryllium-sulfate
C45879|beryllium-oxide
C45884|beryllium-aluminum-alloy
C45883|beryllium-copper-alloy
C44349|cadmium-compound
C45896|cadmium-nitrate
C45897|cadmium-oxide
C45894|cadmium-chloride
C45895|cadmium-sulfate
C45898|cadmium-sulfide
C44395|lead-compound
C45891|lead-chromate
C44407|nickel-compound
C45867|nickel-acetate
C45870|nickel-carbonate
C45871|nickel-carbonyl
C45868|nickel-chloride
C45863|nickel-hydroxide
C45869|nickel-sulfate
C45864|nickel-monoxide
C45866|nickel-sulfide
C45872|nickelocene
C44357|chromium-hexavalent-compound
C45886|chromium-trioxide
C45885|calcium-chromate
C45889|potassium-chromate
C45887|sodium-chromate
C45890|potassium-dichromate
C45893|zinc-chromate
C45892|strontium-chromate
C45888|sodium-dichromate
C45385|carcinogenic-mineral
C284|asbestos
C45526|actinolite-asbestos
C45527|amosite-asbestos
C45528|anthophyllite-asbestos
C45529|chrysotile-asbestos
C29816|crocidolite-asbestos
C45530|tremolite-asbestos
C44382|erionite
C29853|silicon-dioxide
C44441|respirable-crystalline-silica
C45538|respirable-cristobalite
C45539|respirable-tridymite
C45537|respirable-quartz
C45175|organic-carcinogen
C44328|acetaldehyde
C29744|formaldehyde
C80237|allylthiourea
C44347|butylated-hydroxyanisole
C44341|diethylhexylphthalate
C44378|dimethylcarbamoyl-chloride
C29820|ethyl-methanesulfonate
C44384|ethylene-thiourea
C29822|ferric-nitrilotriacetate
C44390|hexamethylphosphoramide
C29823|hydroquinone
C44403|michlers-ketone
C44401|methyleugenol
C44427|ochratoxin-a
C29866|pirinixic-acid
C29359|phenolphthalein
C44448|sulfallate
C44454|thioacetamide
C44460|tris-bp
C29864|vinyl-carbamate
C44455|thiourea
C45177|carcinogenic-anthraquinone
C44301|1-amino-24-dibromoanthraquinone
C44310|2-aminoanthraquinone
C44302|1-amino-2-methylanthraquinone
C44380|ci-disperse-blue-1
C44363|danthron
C45190|organo-sulfur-carcinogen
C44305|24-diaminoanisole-sulfate
C44375|diethyl-sulfate
C44377|dimethyl-sulfate
C44437|propanesultone
C44399|methyl-methanesulfonate
C44406|mustard-gas
C44464|carcinogen-containing-dye
C45404|33-dimethoxybenzidine-containing-dye
C45405|33-dimethylbenzidine-containing-dye
C45406|benzidine-containing-dye
C45531|ci-direct-black-38
C45532|direct-blue-6
C45534|direct-brown-95
C44351|carcinogenic-hydrocarbon
C302|benzene
C29824|isoprene
C29790|13-butadiene
C29850|pristane
C45188|carcinogenic-polycyclic-aromatic-hydrocarbon
C44327|7h-dibenzocgcarbazole
C44334|benzaanthracene
C29804|5-methylchrysene
C29818|cyclopentacdpyrene
C44336|benzojfluoranthene
C44337|benzokfluoranthene
C44367|dibenzahacridine
C1069|dibenzo-al-pyrene
C29810|benzobfluoranthene
C44369|dibenzoaepyrene
C951|dibenzoahanthracene
C44368|dibenzajacridine
C44370|dibenzoahpyrene
C44371|dibenzoaipyrene
C44393|indeno123-cdpyrene
C29839|naphthalene
C45187|cyclic-ether-carcinogen
C44339|propiolactone
C44298|14-dioxane
C44385|furan
C44443|safrole
C29849|piperonyl-butoxide
C45408|carcinogenic-epoxide
C44326|4-vinyl-1-cyclohexene-diepoxide
C44373|diepoxybutane
C44376|diglycidyl-resorcinol-ether
C44381|epichlorohydrin
C44387|glycidol
C29821|ethylene-oxide
C44447|styrene-oxide
C44438|propylene-oxide
C45176|organo-nitrogen-carcinogen
C29787|12-dimethylhydrazine
C1072|11-dimethylhydrazine
C29788|12-dimethylhydrazine-dihydrochloride
C29794|2-fluoroadenine
C44329|acrylamide
C28130|acrylonitrile
C29791|2-acetylaminofluorene
C44408|nitrilotriacetic-acid
C44432|phenacetin
C44433|phenacetin-containing-mixture
C920|urethane
C44439|propylenimine
C45178|carcinogenic-aromatic-amine
C62065|phenoxybenzamine
C44435|phenoxybenzamine-hydrochloride
C44314|33-dichlorobenzidine
C44306|24-diaminotoluene
C44321|44-oxydianiline
C44311|2-naphthylamine
C44320|44-methylenedianiline
C44319|44-methylenebis2-chloroaniline
C44322|44-thiodianiline
C44323|4-chloro-ortho-phenylenediamine
C29847|cresidine
C44366|diazoaminobenzene
C44392|hydrazobenzene
C44335|benzidine
C44434|phenazopyridine-hydrochloride
C44331|amitrole
C44457|toluene-diisocyanate
C44402|michlers-base
C44426|o-anisidine-hydrochloride
C29845|o-aminoazotoluene
C44362|cupferron
C44428|o-tolidine
C44430|p-biphenylamine
C44429|o-toluidine
C44431|p-chloro-o-toluidine
C45180|heterocyclic-amine-carcinogen
C44309|2-amino-3-methylimidazo45-fquinoline
C44308|8-methyl-iqx
C29792|2-amino-1-methyl-6-phenylimidazo45-bpyridine
C29793|2-amino-34-dimethylimidazole45-fquinoline
C45179|nitro-compound-carcinogen
C44312|2-nitroanisole
C44313|2-nitropropane
C44410|nitrobenzene
C44411|nitrofen
C44412|nitromethane
C44453|tetranitromethane
C45182|nitroarene-carcinogen
C29781|1-nitropyrene
C44325|4-nitropyrene
C44300|18-dinitropyrene
C29805|6-nitrochrysene
C44299|16-dinitropyrene
C45181|nitroso-carcinogen
C29829|n-nitroso-n-methylurethane
C45411|carcinogenic-nitrosourea
C645|methylnitrosourea
C26563|ethylnitrosourea
C45398|carcinogenic-nitrosamine
C127127|4-methylnitrosamino-1-3-pyridyl-1-butanol
C127128|4-methylnitrosamino-1-3-pyridyl-1-butanol-glucuronide
C29801|4-methylnitrosamino-13-pyridyl-1-butanone
C29825|n-amyl-n-methylnitrosoamine
C44416|n-nitrosodiethanolamine
C44415|n-methyl-n-nitro-n-nitrosoguanidine
C44418|n-nitrosodi-n-butylamine
C44419|n-nitrosomethylvinylamine
C44425|n-nitrososarcosine
C29827|n-nitrosodiethylamine
C44417|n-nitrosodimethylamine
C29828|n-ethyl-n-nitro-n-nitrosoguanidine
C29826|n-butyl-n-4-hydroxybutylnitrosamine
C44413|nitrosodipropylamine
C45402|carcinogenic-cyclic-nitrosamine
C44423|n-nitrosopiperidine
C44414|nitrosonornicotine
C44424|n-nitrosopyrrolidine
C44420|n-nitrosomorpholine
C45183|organo-halide-carcinogen
C44333|bbmp
C45185|carcinogenic-halogenated-aromatic-hydrocarbon
C44343|bischloromethyl-ether
C44355|chloromethyl-methyl-ether
C864|tetrachlorodibenzodioxin
C45186|halogenated-ring-carcinogen
C45410|chlorinated-ring-carcinogen
C44352|chlordecone
C44353|chlorendic-acid
C44404|mirex
C44397|lindane
C44330|a-hexachlorocyclohexane
C44340|b-hexachlorocyclohexane
C45184|carcinogenic-halogenated-hydrocarbon
C45388|carcinogenic-brominated-hydrocarbon
C44303|23-dibromopropanol
C44345|bromodichloromethane
C44372|dibromochloropropane
C44346|bromoethene
C125230|hydroxylated-polybrominated-diphenyl-ether
C44436|polybrominated-biphenyl
C125231|polybrominated-diphenyl-ether
C45391|carcinogenic-fluorinated-hydrocarbon
C44452|tetrafluoroethylene
C44405|monofluoroethene
C45386|carcinogenic-chlorinated-hydrocarbon
C760|polychlorinated-biphenyl
C936|vinyl-chloride
C44295|123-trichloropropane
C44304|246-trichlorophenol
C44317|3-chloro-2-methylpropene
C44296|13-dichloropropene
C29811|benzotrichloride
C44379|dimethylvinyl-chloride
C44354|chlorinated-paraffin
C44350|carbon-tetrachloride
C44356|chloroprene
C44389|hexachloroethane
C44388|hexachlorobenzene
C44383|ethylene-dichloride
C44451|tetrachloroethylene
C44297|paradichlorobenzene
C44400|methylene-chloride
C44459|trichloroethylene
C44458|toxaphene
C1909|pharmacologic-substance
C142925|anivamersen-sodium
C1661|nucleic-acid-synthesis-inhibitor
C2140|adjuvant
C1231|amilomer
C76969|atiprimod-dihydrochloride
C113657|carboxylesterase-expressing-allogeneic-neural-stem-cells
C133824|copper-chloride-formulation
C79915|caricotamide
C77948|cridanimod
C114298|cridanimod-sodium
C74027|endothelin-b-receptor-agonist-spi-1620
C92585|e-coli-cd-expressing-genetically-modified-neural-stem-cells
C91703|galactomannan-derivative
C2309|glutaminase-asparaginase
C65861|hyaluronidase-ovine
C1606|labradimil
C74344|laurocapram
C87576|hyaluronidase
C111994|p-glycoprotein-inhibitor-hm30181ak
C113790|ph20-hyaluronidase-expressing-adenovirus-vcn-01
C84101|potassium-taurocholate
C82659|pegylated-recombinant-human-hyaluronidase-ph20
C61504|recombinant-human-hyaluronidase
C75027|salclobuzate-sodium
C75026|salcaprozate-sodium
C91013|salclobuzic-acid
C72096|salcaprozic-acid
C97515|sodium-alginate-microspheres
C103858|tumor-homing-peptide-irgd
C2077|bioreductive-agent
C1464|tirapazamine
C1038|carbogen
C121332|disease-modifying-antirheumatic-drug
C121334|biologic-disease-modifying-antirheumatic-drug
C121333|non-biologic-disease-modifying-antirheumatic-drug
C87006|pharmacological-chaperone
C83520|afegostat
C87373|duvoglustat
C83521|afegostat-tartrate
C78120|migalastat
C87374|duvoglustat-hydrochloride
C78121|migalastat-hydrochloride
C84193|tafamidis
C84194|tafamidis-meglumine
C1744|multidrug-resistance-modulator
C71621|biricodar
C406|cyclosporine
C1653|biricodar-dicitrate
C1772|declopramide
C1465|dexniguldipine
C447|disulfiram
C65458|dofequidar
C2231|dofequidar-fumarate
C73318|elacridar
C1146|lonidamine
C67042|mdr-modulator-cbt-1
C803|reserpine
C60767|sdz-280-446
C2246|tariquidar
C72752|elacridar-hydrochloride
C2443|timcodar-dimesylate
C1405|valspodar
C71626|timcodar
C1273|vindoline
C28698|laniquidar
C2225|zosuquidar-trihydrochloride
C76198|zosuquidar
C1729|ct2584-hms
C78568|prostaglandin-analogue
C84850|1616-dimethyl-prostaglandin-e2
C28816|alprostadil
C74371|alfaprostol
C80624|arbaprostil
C76895|ataprost
C76896|beraprost
C79991|beraprost-sodium
C47414|bimatoprost
C88294|bimatoprost-ophthalmic-solution
C74369|butaprost
C61662|carboprost
C47433|carboprost-tromethamine
C79570|ciprostene
C76332|clinprost
C79571|cloprostenol
C76897|cloprostenol-sodium
C76333|delprostenate
C65413|dinoprost
C1074|dinoprost-tromethamine
C76334|dimoxaprost
C61727|dinoprostone
C79113|deprostil
C74370|doxaprost
C47514|epoprostenol-sodium
C80625|eganoprost
C65523|eptaloprost
C61748|epoprostenol
C83707|evatanepag
C65579|etiproston
C83708|evatanepag-sodium
C76899|flunoprost
C76900|fluprostenol
C90925|froxiprost
C79572|lanproston
C76898|fenprostalene
C83886|limaprost
C87382|gemeprost
C66042|luprostiol
C66040|lubiprostone
C29151|latanoprost
C90926|meteneprost
C80626|mexiprostil
C1313|misoprostol
C90928|penprostene
C87383|naxaprostene
C90927|ornoprostil
C76902|pimilprost
C76901|nileprost
C73189|oxoprostol
C66426|piriprost-potassium
C90929|posaraprost
C66425|piriprost
C87384|rivenprost
C76903|prostalene
C90930|rioprostil
C66564|spiriprostil
C90931|tiaprost
C84191|sulprostone
C76335|tilsuprost
C47766|travoprost
C61983|treprostinil
